lid,name,date_time,parameter,result,result_units,depth,dep_units,lat,lon,NWSC_Max
AISP,Aiston Preserve,2018-07-31 00:00:00,temperature,16.0,celsius,0.0,m,48.68035507,-122.629921,1.0
AISP,Aiston Preserve,2019-08-01 00:00:00,temperature,16.0,celsius,0.0,m,48.68035507,-122.629921,1.0
AISP,Aiston Preserve,2020-07-20 00:00:00,temperature,15.15,celsius,0.0,m,48.68035507,-122.629921,1.0
AISP,Aiston Preserve,2021-07-27 00:00:00,temperature,14.44,celsius,0.0,m,48.68035507,-122.629921,1.0
AISP,Aiston Preserve,2022-07-31 00:00:00,temperature,20.0,celsius,0.0,m,48.68035507,-122.629921,1.0
AISP,Aiston Preserve,2023-07-20 00:00:00,temperature,12.2,celsius,0.0,m,48.68035507,-122.629921,1.0
AISP,Aiston Preserve,2024-07-21 00:00:00,temperature,14.7,celsius,0.0,m,48.68035507,-122.629921,1.0
BZPT,Biz Point,2017-07-25 00:00:00,temperature,11.0,celsius,0.0,m,48.44162829,-122.678342,1.0
BZPT,Biz Point,2018-08-13 00:00:00,temperature,12.0,celsius,0.0,m,48.44162829,-122.678342,1.0
BZPT,Biz Point,2019-08-26 00:00:00,temperature,12.0,celsius,0.0,m,48.44162829,-122.678342,1.0
BZPT,Biz Point,2020-07-23 00:00:00,temperature,,celsius,0.0,m,48.44162829,-122.678342,1.0
BZPT,Biz Point,2021-08-20 00:00:00,temperature,,celsius,0.0,m,48.44162829,-122.678342,1.0
BZPT,Biz Point,2022-09-08 00:00:00,temperature,,celsius,0.0,m,48.44162829,-122.678342,1.0
BZPT,Biz Point,2023-08-13 00:00:00,temperature,,celsius,0.0,m,48.44162829,-122.678342,1.0
BZPT,Biz Point,2024-09-16 00:00:00,temperature,,celsius,0.0,m,48.44162829,-122.678342,1.0
BZPT-S,Biz Point,2023-08-13 00:00:00,temperature,,celsius,0.0,m,48.44162829,-122.678342,1.0
CHPT,Cherry Point-Gulf Rd,2017-09-04 00:00:00,temperature,,celsius,0.0,m,48.8502637,-122.723385,1.0
CHPT,Cherry Point-Gulf Rd,2018-08-08 00:00:00,temperature,13.0,celsius,0.0,m,48.8502637,-122.723385,1.0
CHPT,Cherry Point-Gulf Rd,2019-08-13 00:00:00,temperature,14.0,celsius,0.0,m,48.8502637,-122.723385,1.0
CHPT,Cherry Point-Gulf Rd,2020-09-01 00:00:00,temperature,13.3,celsius,0.0,m,48.8502637,-122.723385,1.0
CHPT,Cherry Point-Gulf Rd,2021-08-10 00:00:00,temperature,13.335,celsius,0.0,m,48.8502637,-122.723385,1.0
CHPT,Cherry Point-Gulf Rd,2022-08-11 00:00:00,temperature,13.61,celsius,0.0,m,48.8502637,-122.723385,1.0
CHPT,Cherry Point-Gulf Rd,2023-08-03 00:00:00,temperature,12.1,celsius,0.0,m,48.8502637,-122.723385,1.0
CHPT,Cherry Point-Gulf Rd,2024-09-01 00:00:00,temperature,13.350000000000001,celsius,0.0,m,48.8502637,-122.723385,1.0
CLLB,Clallam Bay,2017-07-23 00:00:00,temperature,12.0,celsius,0.0,m,48.25624042,-124.274586,1.0
CLLB,Clallam Bay,2018-07-16 00:00:00,temperature,14.0,celsius,0.0,m,48.25624042,-124.274586,1.0
CLLB,Clallam Bay,2019-07-19 00:00:00,temperature,14.4,celsius,0.0,m,48.25624042,-124.274586,1.0
CLLB,Clallam Bay,2020-07-23 00:00:00,temperature,,celsius,0.0,m,48.25624042,-124.274586,1.0
CLLB,Clallam Bay,2021-08-23 00:00:00,temperature,14.445,celsius,0.0,m,48.25624042,-124.274586,1.0
CLLB,Clallam Bay,2022-08-29 00:00:00,temperature,11.945,celsius,0.0,m,48.25624042,-124.274586,1.0
COFF,Coffin Rocks,2016-09-26 00:00:00,temperature,11.0,celsius,0.0,m,48.41294104,-122.662289,1.0
COFF,Coffin Rocks,2017-08-06 00:00:00,temperature,12.0,celsius,0.0,m,48.41294104,-122.662289,1.0
COFF,Coffin Rocks,2018-08-10 00:00:00,temperature,13.0,celsius,0.0,m,48.41294104,-122.662289,1.0
COFF,Coffin Rocks,2019-09-25 00:00:00,temperature,12.0,celsius,0.0,m,48.41294104,-122.662289,1.0
COFF,Coffin Rocks,2020-08-17 00:00:00,temperature,12.6,celsius,0.0,m,48.41294104,-122.662289,1.0
COFF,Coffin Rocks,2021-08-05 00:00:00,temperature,12.5,celsius,0.0,m,48.41294104,-122.662289,1.0
COFF,Coffin Rocks,2022-08-25 00:00:00,temperature,11.67,celsius,0.0,m,48.41294104,-122.662289,1.0
COFF,Coffin Rocks,2023-08-15 00:00:00,temperature,11.5,celsius,0.0,m,48.41294104,-122.662289,1.0
COFF,Coffin Rocks,2024-09-16 00:00:00,temperature,11.7,celsius,0.0,m,48.41294104,-122.662289,1.0
EBL,Ebey's Landing,2015-08-15 00:00:00,temperature,13.0,celsius,0.0,m,48.18365327,-122.70319,1.0
EBL,Ebey's Landing,2016-07-22 00:00:00,temperature,12.0,celsius,0.0,m,48.18365327,-122.70319,1.0
EBL,Ebey's Landing,2017-09-16 00:00:00,temperature,11.0,celsius,0.0,m,48.18365327,-122.70319,1.0
EBL,Ebey's Landing,2018-08-07 00:00:00,temperature,12.0,celsius,0.0,m,48.18365327,-122.70319,1.0
EBL,Ebey's Landing,2019-08-13 00:00:00,temperature,13.0,celsius,0.0,m,48.18365327,-122.70319,1.0
EBL,Ebey's Landing,2020-08-30 00:00:00,temperature,11.95,celsius,0.0,m,48.18365327,-122.70319,1.0
EBL,Ebey's Landing,2021-08-11 00:00:00,temperature,12.0,celsius,0.0,m,48.18365327,-122.70319,1.0
EBL,Ebey's Landing,2022-08-23 00:00:00,temperature,12.15,celsius,0.0,m,48.18365327,-122.70319,1.0
EBL,Ebey's Landing,2023-08-14 00:00:00,temperature,12.0,celsius,0.0,m,48.18365327,-122.70319,1.0
EBL,Ebey's Landing,2024-08-20 00:00:00,temperature,11.350000000000001,celsius,0.0,m,48.18365327,-122.70319,1.0
FWB,Freshwater Bay 1,2016-08-19 00:00:00,temperature,14.0,celsius,0.0,m,48.14080729,-123.608792,1.0
FWB,Freshwater Bay 1,2017-08-20 00:00:00,temperature,,celsius,0.0,m,48.14080729,-123.608792,1.0
FWB,Freshwater Bay 1,2019-07-20 00:00:00,temperature,14.0,celsius,0.0,m,48.14080729,-123.608792,1.0
FWB,Freshwater Bay 1,2020-08-19 00:00:00,temperature,,celsius,0.0,m,48.14080729,-123.608792,1.0
FWB,Freshwater Bay 1,2021-07-27 00:00:00,temperature,,celsius,0.0,m,48.14080729,-123.608792,1.0
FWB,Freshwater Bay 1,2022-07-31 00:00:00,temperature,13.61,celsius,0.0,m,48.14080729,-123.608792,1.0
FWB,Freshwater Bay 1,2023-08-14 00:00:00,temperature,11.850000000000001,celsius,0.0,m,48.14080729,-123.608792,1.0
FWB,Freshwater Bay 1,2024-08-22 00:00:00,temperature,9.7,celsius,0.0,m,48.14080729,-123.608792,1.0
FWBO,Freshwater Bay 2,2016-07-02 00:00:00,temperature,13.0,celsius,0.0,m,48.14983536,-123.637116,1.0
FWBO,Freshwater Bay 2,2017-09-17 00:00:00,temperature,10.0,celsius,0.0,m,48.14983536,-123.637116,1.0
FWBO,Freshwater Bay 2,2018-08-10 00:00:00,temperature,13.0,celsius,0.0,m,48.14983536,-123.637116,1.0
FWBO,Freshwater Bay 2,2019-07-18 00:00:00,temperature,15.0,celsius,0.0,m,48.14983536,-123.637116,1.0
FWBO,Freshwater Bay 2,2020-08-19 00:00:00,temperature,,celsius,0.0,m,48.14983536,-123.637116,1.0
FWBO,Freshwater Bay 2,2021-09-07 00:00:00,temperature,10.555,celsius,0.0,m,48.14983536,-123.637116,1.0
FWBO,Freshwater Bay 2,2022-07-31 00:00:00,temperature,15.835,celsius,0.0,m,48.14983536,-123.637116,1.0
FWBO,Freshwater Bay 2,2023-08-31 00:00:00,temperature,11.95,celsius,0.0,m,48.14983536,-123.637116,1.0
FWBO,Freshwater Bay 2,2024-09-01 00:00:00,temperature,10.025,celsius,0.0,m,48.14983536,-123.637116,1.0
HAT-S,Hat Island,2017-08-24 00:00:00,temperature,15.0,celsius,0.0,m,48.00326653,-122.299249,1.0
HAT-S,Hat Island,2018-08-13 00:00:00,temperature,,celsius,0.0,m,48.00326653,-122.299249,1.0
HAT-S,Hat Island,2019-08-12 00:00:00,temperature,15.0,celsius,0.0,m,48.00326653,-122.299249,1.0
HAT-S,Hat Island,2020-08-17 00:00:00,temperature,16.0,celsius,0.0,m,48.00326653,-122.299249,1.0
HAT-S,Hat Island,2021-08-10 00:00:00,temperature,18.0,celsius,0.0,m,48.00326653,-122.299249,1.0
HAT-S,Hat Island,2022-08-11 00:00:00,temperature,18.0,celsius,0.0,m,48.00326653,-122.299249,1.0
HAT-S,Hat Island,2023-08-14 00:00:00,temperature,15.2,celsius,0.0,m,48.00326653,-122.299249,1.0
HAT-S,Hat Island,2024-09-16 00:00:00,temperature,14.0,celsius,0.0,m,48.00326653,-122.299249,1.0
HOYP,Hoypus Point,2016-08-19 00:00:00,temperature,14.0,celsius,0.0,m,48.41068318,-122.602076,1.0
HOYP,Hoypus Point,2017-07-25 00:00:00,temperature,10.0,celsius,0.0,m,48.41068318,-122.602076,1.0
HOYP,Hoypus Point,2021-09-06 00:00:00,temperature,15.0,celsius,0.0,m,48.41068318,-122.602076,1.0
HOYP,Hoypus Point,2022-07-18 00:00:00,temperature,13.025,celsius,0.0,m,48.41068318,-122.602076,1.0
HOYP,Hoypus Point,2023-08-15 00:00:00,temperature,14.2,celsius,0.0,m,48.41068318,-122.602076,1.0
HOYP,Hoypus Point,2024-08-16 00:00:00,temperature,12.825,celsius,0.0,m,48.41068318,-122.602076,1.0
LMMI-SW,Lummi SW,2017-08-05 00:00:00,temperature,,celsius,0.0,m,48.64979755,-122.629515,1.0
LMMI-SW,Lummi SW,2018-08-11 00:00:00,temperature,13.0,celsius,0.0,m,48.64979755,-122.629515,1.0
LMMI-SW,Lummi SW,2019-08-02 00:00:00,temperature,16.0,celsius,0.0,m,48.64979755,-122.629515,1.0
LMMI-SW,Lummi SW,2020-08-16 00:00:00,temperature,16.7,celsius,0.0,m,48.64979755,-122.629515,1.0
LMMI-SW,Lummi SW,2021-08-09 00:00:00,temperature,14.719999999999999,celsius,0.0,m,48.64979755,-122.629515,1.0
LMMI-SW,Lummi SW,2022-08-13 00:00:00,temperature,12.5,celsius,0.0,m,48.64979755,-122.629515,1.0
LMMI-SW,Lummi SW,2023-07-31 00:00:00,temperature,11.85,celsius,0.0,m,48.64979755,-122.629515,1.0
LMMI-SW,Lummi SW,2024-08-17 00:00:00,temperature,12.8,celsius,0.0,m,48.64979755,-122.629515,1.0
LWLP,Lowell,2016-09-16 00:00:00,temperature,14.0,celsius,0.0,m,48.12038962,-122.485688,1.0
LWLP,Lowell,2017-08-23 00:00:00,temperature,,celsius,0.0,m,48.12038962,-122.485688,1.0
LWLP,Lowell,2020-08-22 00:00:00,temperature,14.100000000000001,celsius,0.0,m,48.12038962,-122.485688,1.0
LWLP,Lowell,2021-09-19 00:00:00,temperature,13.55,celsius,0.0,m,48.12038962,-122.485688,1.0
LWLP,Lowell,2022-08-12 00:00:00,temperature,17.8,celsius,0.0,m,48.12038962,-122.485688,1.0
LWLP,Lowell,2023-08-15 00:00:00,temperature,19.75,celsius,0.0,m,48.12038962,-122.485688,1.0
LWLP,Lowell,2024-09-15 00:00:00,temperature,13.5,celsius,0.0,m,48.12038962,-122.485688,1.0
NB-E,North Beach East,2016-09-22 00:00:00,temperature,13.0,celsius,0.0,m,48.14492653,-122.777051,1.0
NB-E,North Beach East,2017-07-22 00:00:00,temperature,11.0,celsius,0.0,m,48.14492653,-122.777051,1.0
NB-E,North Beach East,2018-08-25 00:00:00,temperature,,celsius,0.0,m,48.14492653,-122.777051,1.0
NB-E,North Beach East,2019-09-02 00:00:00,temperature,13.0,celsius,0.0,m,48.14492653,-122.777051,1.0
NB-E,North Beach East,2020-08-26 00:00:00,temperature,14.0,celsius,0.0,m,48.14492653,-122.777051,1.0
NB-E,North Beach East,2021-08-20 00:00:00,temperature,,celsius,0.0,m,48.14492653,-122.777051,1.0
NB-E,North Beach East,2022-08-27 00:00:00,temperature,11.600000000000001,celsius,0.0,m,48.14492653,-122.777051,1.0
NB-E,North Beach East,2023-08-12 00:00:00,temperature,11.9,celsius,0.0,m,48.14492653,-122.777051,1.0
NB-E,North Beach East,2024-08-17 00:00:00,temperature,11.350000000000001,celsius,0.0,m,48.14492653,-122.777051,1.0
POLN,Polnell Point,2016-08-30 00:00:00,temperature,17.0,celsius,0.0,m,48.27456274,-122.565838,1.0
POLN,Polnell Point,2017-09-18 00:00:00,temperature,,celsius,0.0,m,48.27456274,-122.565838,1.0
POLN,Polnell Point,2018-09-10 00:00:00,temperature,13.0,celsius,0.0,m,48.27456274,-122.565838,1.0
POLN,Polnell Point,2019-09-26 00:00:00,temperature,15.0,celsius,0.0,m,48.27456274,-122.565838,1.0
POLN,Polnell Point,2020-08-31 00:00:00,temperature,13.55,celsius,0.0,m,48.27456274,-122.565838,1.0
POLN,Polnell Point,2021-08-24 00:00:00,temperature,13.7,celsius,0.0,m,48.27456274,-122.565838,1.0
POLN,Polnell Point,2022-09-11 00:00:00,temperature,13.1,celsius,0.0,m,48.27456274,-122.565838,1.0
POLN,Polnell Point,2023-08-15 00:00:00,temperature,15.45,celsius,0.0,m,48.27456274,-122.565838,1.0
POLN,Polnell Point,2024-08-21 00:00:00,temperature,14.275,celsius,0.0,m,48.27456274,-122.565838,1.0
POSS,Possession Point,2017-08-24 00:00:00,temperature,13.0,celsius,0.0,m,47.90176945,-122.388517,1.0
POSS,Possession Point,2018-08-14 00:00:00,temperature,16.0,celsius,0.0,m,47.90176945,-122.388517,1.0
POSS,Possession Point,2019-08-16 00:00:00,temperature,15.0,celsius,0.0,m,47.90176945,-122.388517,1.0
POSS,Possession Point,2020-08-31 00:00:00,temperature,14.75,celsius,0.0,m,47.90176945,-122.388517,1.0
POSS,Possession Point,2021-08-11 00:00:00,temperature,16.75,celsius,0.0,m,47.90176945,-122.388517,1.0
POSS,Possession Point,2022-09-10 00:00:00,temperature,14.25,celsius,0.0,m,47.90176945,-122.388517,1.0
POSS,Possession Point,2023-08-14 00:00:00,temperature,17.3,celsius,0.0,m,47.90176945,-122.388517,1.0
POSS,Possession Point,2024-08-16 00:00:00,temperature,14.875,celsius,0.0,m,47.90176945,-122.388517,1.0
SHPT-E,Shannon Point East,2017-09-15 00:00:00,temperature,14.0,celsius,0.0,m,48.50964642,-122.680414,1.0
SHPT-E,Shannon Point East,2018-09-10 00:00:00,temperature,14.0,celsius,0.0,m,48.50964642,-122.680414,1.0
SHPT-E,Shannon Point East,2019-08-18 00:00:00,temperature,17.0,celsius,0.0,m,48.50964642,-122.680414,1.0
SHPT-E,Shannon Point East,2020-09-18 00:00:00,temperature,11.350000000000001,celsius,0.0,m,48.50964642,-122.680414,1.0
SHPT-E,Shannon Point East,2021-08-20 00:00:00,temperature,13.33,celsius,0.0,m,48.50964642,-122.680414,1.0
SHPT-E,Shannon Point East,2022-07-01 00:00:00,temperature,10.835,celsius,0.0,m,48.50964642,-122.680414,1.0
SHPT-E,Shannon Point East,2023-08-04 00:00:00,temperature,12.8,celsius,0.0,m,48.50964642,-122.680414,1.0
SHPT-E,Shannon Point East,2024-08-16 00:00:00,temperature,12.2,celsius,0.0,m,48.50964642,-122.680414,1.0
SHPT-W,Shannon Point West,2017-09-15 00:00:00,temperature,12.0,celsius,0.0,m,48.50771839,-122.688303,1.0
SHPT-W,Shannon Point West,2018-09-10 00:00:00,temperature,16.0,celsius,0.0,m,48.50771839,-122.688303,1.0
SHPT-W,Shannon Point West,2019-07-28 00:00:00,temperature,14.0,celsius,0.0,m,48.50771839,-122.688303,1.0
SHPT-W,Shannon Point West,2020-09-18 00:00:00,temperature,11.4,celsius,0.0,m,48.50771839,-122.688303,1.0
SHPT-W,Shannon Point West,2021-09-19 00:00:00,temperature,10.695,celsius,0.0,m,48.50771839,-122.688303,1.0
SHPT-W,Shannon Point West,2022-08-12 00:00:00,temperature,11.945,celsius,0.0,m,48.50771839,-122.688303,1.0
SHPT-W,Shannon Point West,2023-09-01 00:00:00,temperature,13.15,celsius,0.0,m,48.50771839,-122.688303,1.0
SHPT-W,Shannon Point West,2024-08-16 00:00:00,temperature,12.2,celsius,0.0,m,48.50771839,-122.688303,1.0
ADM001,ADM001,2014-03-13 19:43:03,"Temperature, water",8.12720012664795,deg C,1.0,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-03-13 19:43:05,"Temperature, water",8.09109973907471,deg C,1.5,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-03-13 19:43:07,"Temperature, water",8.06820011138916,deg C,2.0,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-03-13 19:43:08,"Temperature, water",8.05280017852783,deg C,2.5,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-03-13 19:43:10,"Temperature, water",8.03390026092529,deg C,3.0,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-03-13 19:43:12,"Temperature, water",8.02740001678467,deg C,3.5,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-03-13 19:43:13,"Temperature, water",8.02239990234375,deg C,4.0,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-03-13 19:43:15,"Temperature, water",8.01500034332275,deg C,4.5,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-03-13 19:43:17,"Temperature, water",8.00139999389648,deg C,5.0,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-03-13 19:43:18,"Temperature, water",7.98999977111816,deg C,5.5,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-03-13 19:43:20,"Temperature, water",7.98750019073486,deg C,6.0,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-03-13 19:43:22,"Temperature, water",7.98610019683838,deg C,6.5,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-03-13 19:43:23,"Temperature, water",7.98509979248047,deg C,7.0,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-03-13 19:43:25,"Temperature, water",7.98420000076294,deg C,7.5,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-03-13 19:43:27,"Temperature, water",7.98619985580444,deg C,8.0,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-03-13 19:43:28,"Temperature, water",7.98859977722168,deg C,8.5,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-03-13 19:43:30,"Temperature, water",7.98929977416992,deg C,9.0,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-03-13 19:43:32,"Temperature, water",7.98960018157959,deg C,9.5,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-03-13 19:43:33,"Temperature, water",7.99060010910034,deg C,10.0,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-03-13 19:43:35,"Temperature, water",7.99079990386963,deg C,10.5,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-03-13 19:43:37,"Temperature, water",7.99090003967285,deg C,11.0,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-03-13 19:43:38,"Temperature, water",7.99009990692139,deg C,11.5,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-03-13 19:43:40,"Temperature, water",7.98939990997314,deg C,12.0,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-03-13 19:43:42,"Temperature, water",7.99079990386963,deg C,12.5,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-03-13 19:43:43,"Temperature, water",7.99240016937256,deg C,13.0,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-03-13 19:43:45,"Temperature, water",7.9931001663208,deg C,13.5,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-03-13 19:43:47,"Temperature, water",7.99389982223511,deg C,14.0,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-03-13 19:43:48,"Temperature, water",7.99440002441406,deg C,14.5,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-03-13 19:43:50,"Temperature, water",7.99079990386963,deg C,15.0,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-03-13 19:43:52,"Temperature, water",7.98649978637695,deg C,15.5,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-03-13 19:43:53,"Temperature, water",7.96439981460571,deg C,16.0,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-03-13 19:43:55,"Temperature, water",7.95109987258911,deg C,16.5,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-03-13 19:43:57,"Temperature, water",7.94950008392334,deg C,17.0,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-03-13 19:43:58,"Temperature, water",7.95139980316162,deg C,17.5,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-03-13 19:44:00,"Temperature, water",7.95109987258911,deg C,18.0,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-03-13 19:44:02,"Temperature, water",7.95120000839233,deg C,18.5,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-03-13 19:44:03,"Temperature, water",7.9520001411438,deg C,19.0,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-03-13 19:44:05,"Temperature, water",7.95090007781982,deg C,19.5,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-03-13 19:44:07,"Temperature, water",7.9471001625061,deg C,20.0,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-04-07 18:32:05,"Temperature, water",8.99930000305176,deg C,1.5,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-04-07 18:32:07,"Temperature, water",8.95370006561279,deg C,2.0,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-04-07 18:32:08,"Temperature, water",8.93200016021729,deg C,2.5,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-04-07 18:32:10,"Temperature, water",8.91699981689453,deg C,3.0,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-04-07 18:32:12,"Temperature, water",8.86149978637695,deg C,3.5,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-04-07 18:32:13,"Temperature, water",8.80430030822754,deg C,4.0,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-04-07 18:32:15,"Temperature, water",8.72830009460449,deg C,4.5,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-04-07 18:32:17,"Temperature, water",8.7007999420166,deg C,5.0,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-04-07 18:32:18,"Temperature, water",8.69400024414063,deg C,5.5,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-04-07 18:32:20,"Temperature, water",8.69110012054443,deg C,6.0,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-04-07 18:32:22,"Temperature, water",8.68610000610352,deg C,6.5,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-04-07 18:32:23,"Temperature, water",8.68540000915527,deg C,7.0,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-04-07 18:32:25,"Temperature, water",8.68449974060059,deg C,7.5,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-04-07 18:32:27,"Temperature, water",8.67800045013428,deg C,8.0,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-04-07 18:32:28,"Temperature, water",8.67689990997314,deg C,8.5,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-04-07 18:32:30,"Temperature, water",8.66059970855713,deg C,9.0,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-04-07 18:32:32,"Temperature, water",8.63160037994385,deg C,9.5,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-04-07 18:32:33,"Temperature, water",8.62520027160645,deg C,10.0,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-04-07 18:32:35,"Temperature, water",8.62030029296875,deg C,10.5,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-04-07 18:32:37,"Temperature, water",8.60389995574951,deg C,11.0,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-04-07 18:32:38,"Temperature, water",8.5944995880127,deg C,11.5,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-04-07 18:32:40,"Temperature, water",8.59099960327148,deg C,12.0,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-04-07 18:32:42,"Temperature, water",8.58969974517822,deg C,12.5,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-04-07 18:32:43,"Temperature, water",8.58920001983643,deg C,13.0,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-04-07 18:32:45,"Temperature, water",8.5890998840332,deg C,13.5,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-04-07 18:32:47,"Temperature, water",8.58930015563965,deg C,14.0,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-04-07 18:32:48,"Temperature, water",8.58889961242676,deg C,14.5,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-04-07 18:32:50,"Temperature, water",8.5866003036499,deg C,15.0,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-04-07 18:32:52,"Temperature, water",8.58629989624023,deg C,15.5,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-04-07 18:32:53,"Temperature, water",8.58609962463379,deg C,16.0,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-04-07 18:32:55,"Temperature, water",8.58530044555664,deg C,16.5,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-04-07 18:32:57,"Temperature, water",8.58339977264404,deg C,17.0,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-04-07 18:32:58,"Temperature, water",8.58320045471191,deg C,17.5,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-04-07 18:33:00,"Temperature, water",8.58349990844727,deg C,18.0,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-04-07 18:33:02,"Temperature, water",8.57999992370605,deg C,18.5,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-04-07 18:33:03,"Temperature, water",8.57750034332275,deg C,19.0,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-04-07 18:33:05,"Temperature, water",8.57600021362305,deg C,19.5,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-04-07 18:33:07,"Temperature, water",8.57509994506836,deg C,20.0,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-05-07 20:06:05,"Temperature, water",12.1676998138428,deg C,1.5,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-05-07 20:06:07,"Temperature, water",12.0488996505737,deg C,2.0,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-05-07 20:06:08,"Temperature, water",11.9387998580933,deg C,2.5,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-05-07 20:06:10,"Temperature, water",10.9433002471924,deg C,3.0,m,48.0300056078427,-122.616715042346,0.0
ADM001,ADM001,2014-05-07 20:06:12,"Temperature, water",10.5657997131348,deg C,3.5,m,48.0300056078427,-122.616715042346,0.0
